full,last,first,link,citations,h-index,i10,t10,university,rank,UniversityID,comment,trim,,,,
Leonid Reyzin,Reyzin,Leonid,https://scholar.google.com/citations?user=1KRXBIwAAAAJ&hl=en&oi=ao,9898,40,73,198,Boston University  ,Full,5,,*,,,,
Kate Saenko,Saenko,Kate,https://scholar.google.com/citations?user=9xDADY4AAAAJ&hl=en&oi=ao,25949,61,111,778,Boston University  ,Associate,5,,*,,,,
Stan Sclaroff,Sclaroff,Stan,https://scholar.google.com/citations?user=nXBQn7gAAAAJ&hl=en&oi=ao,22263,72,172,460,Boston University  ,Full,5,,*,,,,
Adam Smith,Smith,Adam,https://scholar.google.com/citations?user=fkGi-JMAAAAJ&hl=en,18007,53,89,267,Boston University  ,Full,5,,*,,,,
Wayne Snyder,Snyder,Wayne,https://scholar.google.com/citations?user=uT9_8hcAAAAJ&hl=en&oi=ao,2544,20,28,63,Boston University  ,Associate,5,,*,,,,
Evimaria Terzi,Terzi,Evimaria,https://scholar.google.com/citations?user=j6KFCRAAAAAJ&hl=en&oi=ao,5615,32,74,110,Boston University  ,Full,5,Associate to Full,*,,,,
Charalampos Babis Tsourakakis,Tsourakakis,Charalampos,https://scholar.google.com/citations?user=IkEXPUEAAAAJ&hl=en,4271,30,42,137,Boston University  ,Assistant,5,,*,,,,
Richard West,West,Richard,,,,,,Boston University  ,Full,5,,*,,,,
Emily Whiting,Whiting,Emily,https://scholar.google.com/citations?user=_TU9kGYAAAAJ&hl=en,1433,19,22,39,Boston University  ,Assistant,5,,*,,,,
Derry Wijaya,Wijaya,Derry,https://scholar.google.com/citations?hl=en&user=8lmWWD0AAAAJ,1269,11,13,14,Boston University  ,Assistant,5,New,*,,,,
Hongwei Xi,Xi,Hongwei,https://scholar.google.com/citations?user=1mMmqs4AAAAJ&hl=en&oi=ao,3308,23,37,96,Boston University  ,Associate,5,,*,,,,
"Alterman, Richard",Alterman,Richard,https://scholar.google.com/citations?user=jDVjnOIAAAAJ&hl=en,1962,23,41,40,Brandeis University  ,Full,6,,*,,,,
"Cherniack, Mitch",Cherniack,Mitch,,,,,,Brandeis University  ,Associate,6,,*,,,,
"DiLillo, Antonella",DiLillo,Antonella,,,,,,Brandeis University  ,Full,6,Associate to Full,*,,,,
"Goldberg, Lotus",Goldberg,Lotus,https://scholar.google.com/citations?user=bx2LquQAAAAJ&hl=en&oi=ao,394,6,5,0,Brandeis University  ,Full,6,Associate to Full,*,,,,
"Hickey, Timothy J",Hickey,Timothy J,https://scholar.google.com/citations?user=APFVA6sAAAAJ&hl=en&oi=sra,1712,19,33,40,Brandeis University  ,Full,6,,*,,,,
"Hong, Pengyu",Hong,Pengyu,https://scholar.google.com/citations?user=pvDa8pcAAAAJ&hl=en&oi=ao,2850,26,48,95,Brandeis University  ,Full,6,Associate to Full,*,,,,
"Lignos, Constantine",Lignos,Constantine,https://scholar.google.com/citations?hl=en&user=hDOLookAAAAJ,468,13,14,22,Brandeis University  ,Assistant,6,New,*,,,,
"Liu, Hongfu",Liu,Hongfu,https://scholar.google.com/citations?hl=en&user=3FqYBw0AAAAJ,1386,21,37,40,Brandeis University  ,Assistant,6,New,*,,,,
"Mairson, Harry",Mairson,Harry,,,,,,Brandeis University  ,Full,6,,*,,,,
"Malamud, Sophia",Malamud,Sophia,https://scholar.google.com/citations?user=JZoHN2UAAAAJ&hl=en&oi=ao,408,8,7,8,Brandeis University  ,Associate,6,,*,,,,
"Papaemmanouil, Olga",Papaemmanouil,Olga,https://scholar.google.com/citations?user=JaAonb0AAAAJ&hl=en&oi=ao,1646,19,27,55,Brandeis University  ,Associate,6,,*,,,,
"Pollack, Jordan",Pollack,Jordan,https://scholar.google.com/citations?hl=en&user=xT8PQ0IAAAAJ,19078,70,215,272,Brandeis University  ,Full,6,,*,,,,
"Pustejovsky, James",Pustejovsky,James,https://scholar.google.com/citations?user=56UT_6IAAAAJ&hl=en&oi=ao,25124,67,210,295,Brandeis University  ,Full,6,,*,,,,
"Shrira, Liuba",Shrira,Liuba,https://scholar.google.com/citations?user=tyUShkAAAAAJ&hl=en&oi=ao,4272,25,44,123,Brandeis University  ,Full,6,,*,,,,
"Storer, James A.",Storer,James A.,,,,,,Brandeis University  ,Full,6,,*,,,,
"Tsekourakis, Iraklis",Tsekourakis,Iraklis,https://scholar.google.com/citations?hl=en&user=iPeLAOEAAAAJ,11,2,0,0,Brandeis University  ,Associate,6,New,*,,,,
"Xue, Nianwen (Bert)",Xue,Nianwen (Bert)],https://scholar.google.com/citations?user=KlVbOkMAAAAJ&hl=en&oi=sra,7462,38,68,178,Brandeis University  ,Associate,6,,*,,,,
"Zhang, Chuxu",Zhang,Chuxu,https://scholar.google.com/citations?hl=en&user=ZbZ0l0oAAAAJ,1030,15,19,27,Brandeis University  ,Assistant,6,New,*,,,,
"Adams, Brent",Adams,Brent,,,,,,Brigham Young University  ,Full,7,Not listed,-,,,,
"Archibald, Christopher",Archibald,Christopher,https://scholar.google.com/citations?hl=en&user=tH8pducAAAAJ,186,8,5,7,Brigham Young University  ,Assistant,7,New,*,,,,
"Barker, Cory",Barker,Cory,,,,,,Brigham Young University  ,Full,7,,*,,,,
"Clement, Mark",Clement,Mark,https://scholar.google.com/citations?user=8sFevmEAAAAJ&hl=en,12665,24,45,78,Brigham Young University  ,Full,7,,*,,,,
"Crandall, Jacob",Crandall,Jacob,https://scholar.google.com/citations?user=FHGBC58AAAAJ&hl=en,2577,26,42,75,Brigham Young University  ,Associate,7,,*,,,,
Casey Deccio,Deccio,Casey,https://scholar.google.com/citations?user=UxneaXQAAAAJ&hl=en,110,6,4,3,Brigham Young University  ,Assistant,7,,*,,,,
"Egbert, Parris",Egbert,Parris,https://scholar.google.com/citations?user=7oD2ZL8AAAAJ&hl=en,1050,19,27,35,Brigham Young University  ,Full,7,,*,,,,
"Farrell, Ryan",Farrell,Ryan,https://scholar.google.com/citations?user=56EZh6YAAAAJ&hl=en,1620,13,15,32,Brigham Young University  ,Associate,7,Assistant to Associate,*,,,,
"Flanagan, Kelly",Flanagan,Kelly,,,,,,Brigham Young University  ,Full,7,Not listed,-,,,,
"Fulda, Nancy",Fulda,Nancy,https://scholar.google.com/citations?hl=en&user=YDHWi5cAAAAJ,198,7,5,3,Brigham Young University  ,Assistant,7,New,*,,,,
"Giraud-Carrier, Christophe",Giraud-Carrier,Christophe,https://scholar.google.com/citations?user=jHWj2yYAAAAJ&hl=en,6313,37,83,148,Brigham Young University  ,Full,7,,*,,,,
"Goodrich, Michael",Goodrich,Michael,https://scholar.google.com/citations?user=7LTGov4AAAAJ&hl=en,10593,46,116,216,Brigham Young University  ,Full,7,,*,,,,
"Holladay, Seth",Holladay,Seth,https://scholar.google.com/citations?user=FLK47OIAAAAJ&hl=en,11,2,0,0,Brigham Young University  ,Associate,7,Assistant to Associate,*,,,,
"Jones, Frank",Jones,Frank,,,,,,Brigham Young University  ,Assistant,7,,*,,,,
"Jones, Michael",Jones,Michael,https://scholar.google.com/citations?user=Qpmq3ZQAAAAJ&hl=en,625,16,23,24,Brigham Young University  ,Associate,7,,*,,,,
"Martinez, Tony",Martinez,Tony,https://scholar.google.com/citations?user=R1JyT9AAAAAJ&hl=en,7457,33,85,87,Brigham Young University  ,Full,7,,*,,,,
"Mercer, Eric",Mercer,Eric,https://scholar.google.com/citations?user=8q6dJhYAAAAJ&hl=en,921,16,31,24,Brigham Young University  ,Associate,7,,*,,,,
"Morse, Bryan",Morse,Bryan,https://scholar.google.com/citations?user=yOyREHoAAAAJ&hl=en,,,,,Brigham Young University  ,Full,7,,*,,,,
"Ng, Dennis",Ng,Dennis,,,,,,Brigham Young University  ,Associate,7,,*,,,,
"Page, Xinru",Page,Xinru,https://scholar.google.com/citations?hl=en&user=SywASqwAAAAJ,305,10,10,10,Brigham Young University  ,Associate,7,New,*,,,,
"Rodham, Ken",Rodham,Ken,,,,,,Brigham Young University  ,Full,7,,*,,,,
"Roper, Paul",Roper,Paul,,,,,,Brigham Young University  ,Associate,7,,*,,,,
"Seamons, Kent",Seamons,Kent,https://scholar.google.com/citations?user=XY4ky-YAAAAJ&hl=en,6157,37,70,206,Brigham Young University  ,Full,7,Associate to Full,*,,,,
"Seppi, Kevin",Seppi,Kevin,https://scholar.google.com/citations?user=xLQan5cAAAAJ&hl=en,2935,31,60,80,Brigham Young University  ,Full,7,,*,,,,
"Sillito, Jonathan",Sillito,Jonathan,https://scholar.google.com/citations?hl=en&user=IgGxGN8AAAAJ,2373,19,27,58,Brigham Young University  ,Associate,7,New,*,,,,
"Snell, Quinn",Snell,Quinn,https://scholar.google.com/citations?user=EaEutcUAAAAJ&hl=en,2538,18,30,60,Brigham Young University  ,Full,7,,*,,,,
"Stephens, Tom",Stephens,Tom,,,,,,Brigham Young University  ,Assistant,,New,*,,,,
"Van Dyke, Craig ",Van Dyke,"Dyke, Craig",,,,,,Brigham Young University  ,Assistant,7,New,*,,,,
"Ventura, Dan",Ventura,Dan,https://scholar.google.com/citations?user=iSsKAqQAAAAJ&hl=en,3055,29,74,69,Brigham Young University  ,Full,7,,*,,,,
"Warnick, Sean",Warnick,Sean,https://scholar.google.com/citations?user=k7WBrxoAAAAJ&hl=en,1346,18,38,29,Brigham Young University  ,Full,7,Associate to Full,*,,,,
"Wilkerson, Jerod",Wilkerson,Jerod,https://scholar.google.com/citations?hl=en&user=f6FMVbEAAAAJ,114,5,2,0,Brigham Young University  ,Associate,,New,*,,,,
"Wingate, David",Wingate,David,https://scholar.google.com/citations?user=zCdh4NEAAAAJ&hl=en,1548,22,36,40,Brigham Young University  ,Assistant,7,,*,,,,
"Woodfield, Scott",Woodfield,Scott,,,,,,Brigham Young University  ,Full,7,Not listed,-,,,,
"Zappala, Daniel",Zappala,Daniel,https://scholar.google.com/citations?user=Q9DsCL4AAAAJ&hl=en,4842,26,42,68,Brigham Young University  ,Full,7,Associate to Full,*,,,,
Stephen Bach,Bach,Stephen,https://scholar.google.com/citations?hl=en&user=hs6pGXoAAAAJ,2031,16,21,45,Brown University,Assistant,8,New,*,,,,
Iris Bahar,Bahar,Iris,https://scholar.google.com/citations?hl=en&user=kfIj9oYAAAAJ,4893,33,77,107,Brown University,Full,8,,*,,,,
Benson Theophilus,,,https://scholar.google.com/citations?user=55B-xqUAAAAJ&hl=en&oi=sra,5969,27,43,89,Brown University,Assistant,8,,*,,,,
Ugur Cetintemel,Cetintemel,Ugur,,,,,,Brown University,Full,8,,*,,,,
Eugene Charniak,Charniak,Eugene,https://scholar.google.com/citations?user=_XHudx4AAAAJ&hl=en,52797,77,172,1498,Brown University,Full,8,,*,,,,
Carsten Eickhoff,Eickhoff,Carsten,https://scholar.google.com/citations?user=QQi1_rAAAAAJ&hl=en,2089,20,40,57,Brown University,Assistant,8,Not listed,-,,,,
Pedro Felzenszwalb,Felzenszwalb,Pedro,https://scholar.google.com/citations?user=k1hJzF0AAAAJ&hl=en&oi=ao,32543,31,42,451,Brown University,Full,8,Not listed,-,,,,
Rodrigo Fonseca,Fonseca,Rodrigo,https://scholar.google.com/citations?user=VuvKPiQAAAAJ&hl=en&oi=ao,8986,39,75,221,Brown University,Associate,8,,*,,,,
Amy Greenwald,Greenwald,Amy,https://scholar.google.com/citations?user=aQCRuYQAAAAJ&hl=en&oi=ao,3752,30,50,104,Brown University,Full,8,Associate to Full,*,,,,
Maurice Herlihy,Herlihy,Maurice,https://scholar.google.com/citations?user=Ezrt3pkAAAAJ&hl=en&oi=ao,30396,71,198,568,Brown University,Full,8,,*,,,,
Jeff Huang,Huang,Jeff,https://scholar.google.com/citations?user=o8oJ6s4AAAAJ&hl=en&oi=ao,2861,25,36,76,Brown University,Associate,8,Assistant to Associate,*,,,,
John Hughes,Hughes,John,https://scholar.google.com/citations?hl=en&user=EEG6tPMAAAAJ,23819,49,79,364,Brown University,Full,8,,*,,,,
Sorin Istrail,Istrail,Sorin,https://scholar.google.com/citations?hl=en&user=HCEcMksAAAAJ,24263,43,67,168,Brown University,Full,8,,*,,,,
Seny Kamara,Kamara,Seny,https://scholar.google.com/citations?user=PzboucsAAAAJ,,,,,Brown University,Associate,8,,*,,,,
Vasileios Kemerlis,Kemerlis,Vasileios,https://scholar.google.com/citations?hl=en&user=tkb2YWQAAAAJ,2437,24,34,67,Brown University,Assistant,8,,*,,,,
Philip Klein,Klein,Philip,https://scholar.google.com/citations?user=gVUD47sAAAAJ&hl=en&oi=ao,9609,50,92,204,Brown University,Full,8,,*,,,,
George Konidaris,Konidaris,George,https://scholar.google.com/citations?user=9UERvVEAAAAJ&hl=en,4441,35,57,114,Brown University,Assistant,8,,*,,,,
Shriram Krishnamurthi,Krishnamurthi,Shriram,https://scholar.google.com/citations?user=Cxwj5hEAAAAJ&hl=en&oi=ao,10098,53,131,200,Brown University,Full,8,,*,,,,
David H. Laidlaw,Laidlaw,David,https://scholar.google.com/citations?user=GIle-VwAAAAJ&hl=en&oi=ao,15592,57,160,276,Brown University,Full,8,,*,,,,
Michael Littman,Littman,Michael,https://scholar.google.com/citations?user=Jj00ksMAAAAJ&hl=en&oi=ao,43675,80,203,707,Brown University,Full,8,,*,,,,
Anna Lysyanskaya,Lysyanskaya,Anna,https://scholar.google.com/citations?user=woqUivYAAAAJ&hl=en&oi=ao,11057,40,61,292,Brown University,Full,8,,*,,,,
Ellie Pavlick,Pavlick,Ellie,https://scholar.google.com/citations?hl=en&user=sFyrSa8AAAAJ,2006,18,26,58,Brown University,Assistant,8,New,*,,,,
Sohini Ramachandran,Ramachandran,Sohini,https://scholar.google.com/citations?user=Mne_iRgAAAAJ&hl=en,5939,22,25,75,Brown University,Associate,8,Not listed,-,,,,
Sherief Reda,Reda,Sherief,https://scholar.google.com/citations?user=p69MQp4AAAAJ,3937,36,76,90,Brown University,Associate,8,Not listed,-,,,,
Steven Reiss,Reiss,Steven,,,,,,Brown University,Full,8,,*,,,,
Daniel Ritchie ,Ritchie ,Daniel ,https://scholar.google.com/citations?user=0RiypNsAAAAJ&hl=en,1511,17,20,46,Brown University,Assistant,8,,*,,,,
John E. Savage,Savage,John,,,,,,Brown University,Full,8,Retired,-,,,,
Malte Schwarzkopf,Schwarzkopf,Malte,https://scholar.google.com/citations?hl=en&user=Lf1hSacAAAAJ,2247,17,19,61,Brown University,Assistant,8,New,*,,,,
Ritambhara Singh,Singh,Ritambhara,https://scholar.google.com/citations?hl=en&user=V6lRMxoAAAAJ,1535,12,12,20,Brown University,Assistant,8,New,*,,,,
Srinath Sridhar,Sridhar,Srinath,https://scholar.google.com/citations?hl=en&user=qIvZT74AAAAJ,2133,13,15,62,Brown University,Assistant,8,New,*,,,,
Roberto Tamassia,Tamassia,Roberto,https://scholar.google.com/citations?user=eEYPTKUAAAAJ&hl=en&oi=ao,23622,69,229,433,Brown University,Full,8,,*,,,,
Gabriel Taubin,Taubin,Gabriel ,https://scholar.google.com/citations?user=saeqVMUAAAAJ&hl=en,18628,50,122,322,Brown University,Assistant,8,Not listed,-,,,,
Stefanie Tellex,Tellex,Stefanie,https://scholar.google.com/citations?user=Pd8-ju0AAAAJ&hl=en&oi=ao,4305,31,59,99,Brown University,Associate,8,Assistant to Associate,*,,,,
James Tompkin,Tompkin,James,https://scholar.google.com/citations?user=Ex3pgLAAAAAJ&hl=en,1500,21,32,49,Brown University,Assistant,8,,*,,,,
Eli Upfal,Upfal,Eli,https://scholar.google.com/citations?user=O_7MVDIAAAAJ&hl=en&oi=ao,16975,56,135,370,Brown University,Full,8,,*,,,,
Paul Valiant,Valiant,Paul,https://scholar.google.com/citations?hl=en&user=abUcBIkAAAAJ,1913,20,29,78,Brown University,Assistant,8,Not listed,-,,,,
Andries van Dam,van Dam,Andries,,,,,,Brown University,Full,8,,*,,,,
Stanley Zdonik,Zdonik,Stanley,https://scholar.google.com/citations?hl=en&user=k3YaoIEAAAAJ,30832,79,162,782,Brown University,Full,8,,*,,,,
Yaser S. Abu-Mostafa,Abu-Mostafa,Yaser,,,,,,California Institute of Technology  ,Full,10,,*,,,,
Animashree Anandkumar ,Anandkumar ,Animashree ,https://scholar.google.com/citations?user=bEcLezcAAAAJ&hl=en&oi=ao,8085,47,99,243,California Institute of Technology  ,Full,10,,*,,,,
Alan H. Barr,Barr,Alan,,,,,,California Institute of Technology  ,Full,10,,*,,,,
Katherine L. Bouman,Bouman,Katherine L.,https://scholar.google.com/citations?hl=en&user=7lhbMtgAAAAJ,3557,20,27,76,California Institute of Technology  ,Assistant,10,New,*,,,,
Venkat Chandrasekaran,Chandrasekaran,Venkat,,,,,,California Institute of Technology  ,Full,10,Assistant to Full,*,,,,
Mathieu Desbrun,Desbrun,Mathieu,https://scholar.google.com/citations?user=a8ZyGisAAAAJ&hl=en&oi=ao,20796,67,123,449,California Institute of Technology  ,Full,10,,*,,,,
Babak Hassibi,Hassibi,Babak,https://scholar.google.com/citations?hl=en&user=1XoZPhEAAAAJ,34351,74,297,594,California Institute of Technology  ,Full,10,New,*,,,,
Steven Low,Low,Steven,https://scholar.google.com/citations?user=4BrebIYAAAAJ&hl=en&oi=ao,37594,88,229,924,California Institute of Technology  ,Full,10,,*,,,,
Urmila Mahadev,Mahadev,Urmila,,,,,,California Institute of Technology  ,Assistant,10,New,*,,,,
Dan Meiron,Meiron,Dan,https://scholar.google.com/citations?hl=en&user=_cA9oCAAAAAJ,1195,17,18,33,California Institute of Technology  ,Full,10,New,*,,,,
Houman Owhadi,Owhadi,Houman,https://scholar.google.com/citations?hl=en&user=p8KAidYAAAAJ,3135,26,51,93,California Institute of Technology  ,Full,10,New,*,,,,
Lior Pachter,Pachter,Lior,https://scholar.google.com/citations?user=DKfEcuEAAAAJ,80345,66,141,1990,California Institute of Technology  ,Full,10,,*,,,,
Peter Schroeder,Schroeder,Peter,https://scholar.google.com/citations?user=t3TgxNwAAAAJ&hl=en,23616,65,115,684,California Institute of Technology  ,Full,10,,*,,,,
Leonard J. Schulman,Schulman,Leonard,,,,,,California Institute of Technology  ,Full,10,,*,,,,
Andrew Stuart,Stuart,Andrew,https://scholar.google.com/citations?user=BQwkpB0AAAAJ,15770,62,170,257,California Institute of Technology  ,Full,10,,*,,,,
Joel A Tropp,Tropp,Joel,https://scholar.google.com/citations?user=i4_3daEAAAAJ&hl=en,37558,53,88,723,California Institute of Technology  ,Full,10,,*,,,,
Christopher Umans,Umans,Christopher,https://scholar.google.com/citations?user=uNsqlqYAAAAJ&hl=en&oi=ao,3220,28,39,113,California Institute of Technology  ,Full,10,,*,,,,
Thomas Vidick,Vidick,Thomas,https://scholar.google.com/citations?user=IGDs4HwAAAAJ&hl=en&oi=ao,2888,29,55,66,California Institute of Technology  ,Full,10,Assistant to Full,*,,,,
Adam Wierman,Wierman,Adam,https://scholar.google.com/citations?user=4OvOdSgAAAAJ&hl=en&oi=ao,8085,48,87,198,California Institute of Technology  ,Full,10,,*,,,,
Erik Winfree,Winfree,Erik,https://scholar.google.com/citations?user=5GQF2FwAAAAJ&hl=en&oi=ao,22742,60,97,629,California Institute of Technology  ,Full,10,,*,,,,
Yisong Yue,Yue,Yisong,https://scholar.google.com/citations?user=tEk4qo8AAAAJ&hl=en&oi=ao,4860,36,65,134,California Institute of Technology  ,Full,10,Assistant to Full,*,,,,
Umut Acar,Acar,Umut,https://scholar.google.com/citations?user=wJ4NywgAAAAJ&hl=en&oi=ao,3444,31,58,90,Carnegie Mellon University  ,Associate,11,,*,,,,
"Admoni, Henny",Admoni,Henny,https://scholar.google.com/citations?user=XXiZaA4AAAAJ&hl=en,2150,19,21,43,Carnegie Mellon University  ,Assistant,11,,*,,,,
Yuvraj Agarwal,Agarwal,Yuvraj,https://scholar.google.com/citations?user=H4UeZ2MAAAAJ&hl=en&oi=ao,6475,37,63,233,Carnegie Mellon University  ,Associate,11,Assistant to Associate,*,,,,
Jonathan Aldrich,Aldrich,Jonathan,https://scholar.google.com/citations?user=AzHmOtcAAAAJ&hl=en&oi=ao,5576,35,82,129,Carnegie Mellon University  ,Full,11,,*,,,,
Vincent Aleven,Aleven,Vincent,https://scholar.google.com/citations?user=ztkfnCsAAAAJ&hl=en&oi=ao,13784,58,177,268,Carnegie Mellon University  ,Full,11,Associate to Full,*,,,,
David Andersen,Andersen,David,https://scholar.google.com/citations?user=wUArfPgAAAAJ&hl=en&oi=ao,20088,64,118,461,Carnegie Mellon University  ,Full,11,Associate to Full,*,,,,
Christopher Atkeson,Atkeson,Chris,https://scholar.google.com/citations?user=NB4pgZYAAAAJ&hl=en,27499,78,201,556,Carnegie Mellon University  ,Full,11,,*,,,,
J. Andrew (Drew) Bagnell,Bagnell,Andrew,https://scholar.google.com/citations?user=7t4jbPQAAAAJ&hl=en,23015,66,161,462,Carnegie Mellon University  ,Associate,11,Consulting professor,-,,,,
James Baker,Baker,James,,,,,,Carnegie Mellon University  ,Full,11,Distinguished career professor,*,,,,
Maria Balcan,Balcan,Maria,https://scholar.google.com/citations?user=LWlN_BUAAAAJ&hl=en&oi=ao,6763,44,92,156,Carnegie Mellon University  ,Full,11,Associate to Full,*,,,,
Ziv Bar-Joseph,Bar-Joseph,Ziv,https://scholar.google.com/citations?user=9DCRnPkAAAAJ&hl=en&oi=ao,17022,52,116,399,Carnegie Mellon University  ,Full,11,,*,,,,
Ljudevit Bauer,Bauer,Ljudevit,https://scholar.google.com/citations?user=5cJzDZEAAAAJ&hl=en,9071,50,85,214,Carnegie Mellon University  ,Full,11,Associate to Full,*,,,,
"Beckmann, Nathan",Beckmann,Nathan,https://scholar.google.com/citations?user=zkdjit0AAAAJ&hl=en,1877,21,29,42,Carnegie Mellon University  ,Assistant,11,,*,,,,
Taylor Berg-Kirkpatrick,Berg-Kirkpatrick,Taylor,https://scholar.google.com/citations?user=mN6_BKAAAAAJ&hl=en,2652,23,36,113,Carnegie Mellon University  ,Assistant,11,Not listed,-,,,,
Jeffrey Bigham,Bigham,Jeffrey,https://scholar.google.com/citations?user=DFqp8NkAAAAJ&hl=en&oi=ao,8421,44,126,172,Carnegie Mellon University  ,Associate,11,,*,,,,
Yonatan Bisk,Bisk,Yonatan,https://scholar.google.com/citations?hl=en&user=bWoGh8UAAAAJ,1906,22,28,46,Carnegie Mellon University  ,Assistant,11,New,*,,,,
Alan Black,Black,Alan,https://scholar.google.com/citations?user=Es-YRKMAAAAJ&hl=en&oi=ao,22512,67,234,474,Carnegie Mellon University  ,Full,11,,*,,,,
Guy Blelloch,Blelloch,Guy,https://scholar.google.com/citations?user=Z6nLCukAAAAJ&hl=en&oi=ao,15836,58,151,356,Carnegie Mellon University  ,Full,11,,*,,,,
Lenore Blum,Blum,Lenore,,,,,,Carnegie Mellon University  ,Full,11,Not listed,-,,,,
Manuel Blum,Blum,Manuel,,,,,,Carnegie Mellon University  ,Full,11,Retired,-,,,,
Travis Breaux,Breaux,Travis,https://scholar.google.com/citations?user=SjiG_ZsAAAAJ&hl=en&oi=ao,2914,29,54,70,Carnegie Mellon University  ,Associate,11,,*,,,,
Stephen Brookes,Brookes,Stephen,,,,,,Carnegie Mellon University  ,Full,11,,*,,,,
Randal Bryant,Bryant,Randal,https://scholar.google.com/citations?user=AFgYa68AAAAJ&hl=en&oi=ao,29870,56,146,358,Carnegie Mellon University  ,Full,11,Retired,-,,,,
James Callan,Callan,Jamie,https://scholar.google.com/citations?user=Un5KXJ4AAAAJ&hl=en&oi=ao,13536,66,149,266,Carnegie Mellon University  ,Full,11,,*,,,,
Jaime Carbonell,Carbonell,Jaime,https://scholar.google.com/citations?user=uSfaEgUAAAAJ&hl=en&oi=ao,34307,80,300,643,Carnegie Mellon University  ,Full,11,Not listed,-,,,,
Oana Carja,Carja,Oana,https://scholar.google.com/citations?hl=en&user=BtnXFFYAAAAJ,306,10,10,13,Carnegie Mellon University  ,Assistant,11,New,*,,,,
